"","org","year","survey","bush","state","edu","age","female","black","weight"
"3406",1,3,3,1,11,2,1,1,0,1255
"3407",1,3,3,0,8,2,4,0,0,882
"3408",1,3,3,1,33,4,2,0,0,802
"3409",1,3,3,0,44,1,4,1,0,1589
"3410",1,3,3,0,50,2,3,1,0,555
"3411",1,3,3,0,14,4,3,1,0,307
"3412",1,3,3,0,43,1,4,1,0,794
"3413",1,3,3,NA,14,4,2,0,0,714
"3414",1,3,3,NA,22,2,4,0,0,1385
"3415",1,3,3,1,33,2,4,1,0,1703
"3416",1,3,3,1,34,3,3,1,0,266
"3417",1,3,3,0,28,4,3,1,0,613
"3418",1,3,3,1,24,4,2,1,0,643
"3419",1,3,3,0,31,1,4,1,0,852
"3420",1,3,3,0,33,3,2,0,0,1044
"3421",1,3,3,1,31,2,4,1,0,1703
"3422",1,3,3,1,49,3,3,1,0,532
"3423",1,3,3,1,15,2,4,1,0,1516
"3424",1,3,3,1,14,4,4,0,0,903
"3425",1,3,3,1,39,2,3,1,0,1247
"3426",1,3,3,0,37,3,2,1,0,877
"3427",1,3,3,1,15,3,3,0,0,564
"3428",1,3,3,1,50,3,1,0,0,882
"3429",1,3,3,0,31,3,4,1,0,621
"3430",1,3,3,0,39,2,1,0,0,4483
"3431",1,3,3,0,44,3,4,0,0,643
"3432",1,3,3,0,44,2,2,1,0,1367
"3433",1,3,3,0,31,3,1,1,0,1339
"3434",1,3,3,0,34,4,3,0,0,714
"3435",1,3,3,1,10,2,4,1,0,1589
"3436",1,3,3,1,10,3,2,0,0,325
"3437",1,3,3,1,31,2,1,1,0,1346
"3438",1,3,3,0,34,2,2,1,0,1367
"3439",1,3,3,0,36,4,1,1,0,368
"3440",1,3,3,1,44,2,1,0,0,1394
"3441",1,3,3,0,14,1,1,1,0,599
"3442",1,3,3,NA,35,1,4,1,0,1516
"3443",1,3,3,NA,14,3,1,0,0,882
"3444",1,3,3,1,47,4,2,1,0,337
"3445",1,3,3,1,21,1,2,0,0,1518
"3446",1,3,3,0,22,4,2,1,0,722
"3447",1,3,3,0,26,2,1,1,0,599
"3448",1,3,3,0,49,1,4,1,0,1589
"3449",1,3,3,0,14,2,1,0,0,1330
"3450",1,3,3,1,15,4,1,0,0,817
"3451",1,3,3,1,23,1,4,1,0,758
"3452",1,3,3,1,7,2,3,0,0,1385
"3453",1,3,3,1,41,4,1,0,0,856
"3454",1,3,3,NA,7,3,4,1,0,621
"3455",1,3,3,1,7,3,2,0,0,696
"3456",1,3,3,1,36,2,2,0,0,1448
"3457",1,3,3,NA,14,3,1,1,0,794
"3458",1,3,3,0,21,4,3,1,0,643
"3459",1,3,3,0,22,3,2,0,0,696
"3460",1,3,3,1,44,3,2,1,0,585
"3461",1,3,3,0,23,2,2,1,0,1304
"3462",1,3,3,0,15,2,1,1,0,599
"3463",1,3,3,1,36,3,2,0,0,620
"3464",1,3,3,1,49,1,2,1,0,2734
"3465",1,3,3,1,42,2,2,1,0,652
"3466",1,3,3,1,18,2,4,0,0,1765
"3467",1,3,3,1,23,3,3,1,0,508
"3468",1,3,3,1,28,2,3,1,0,555
"3469",1,3,3,0,16,4,1,0,0,817
"3470",1,3,3,NA,10,3,4,0,0,643
"3471",1,3,3,0,33,3,3,1,0,1426
"3472",1,3,3,0,35,4,1,1,0,368
"3473",1,3,3,0,37,3,4,1,0,579
"3474",1,3,3,1,44,1,4,0,0,882
"3475",1,3,3,1,1,3,3,0,0,591
"3476",1,3,3,1,10,4,3,1,0,321
"3477",1,3,3,1,43,1,3,1,0,1164
"3478",1,3,3,0,34,3,1,1,0,833
"3479",1,3,3,0,21,2,1,1,0,3766
"3480",1,3,3,0,8,3,4,1,0,266
"3481",1,3,3,0,26,3,2,0,0,620
"3482",1,3,3,0,24,3,4,0,0,307
"3483",1,3,3,1,34,2,1,0,0,1394
"3484",1,3,3,0,50,2,4,1,0,758
"3485",1,3,3,0,34,4,3,1,0,643
"3486",1,3,3,0,14,4,1,1,0,368
"3487",1,3,3,1,25,2,2,0,0,1518
"3488",1,3,3,1,18,4,1,0,0,428
"3489",1,3,3,0,26,2,2,0,0,724
"3490",1,3,3,1,33,2,3,1,0,1247
"3491",1,3,3,NA,31,3,2,1,0,940
"3492",1,3,3,1,23,2,3,1,0,555
"3493",1,3,3,0,44,2,3,1,0,582
"3494",1,3,3,0,5,4,1,0,0,387
"3495",1,3,3,1,25,4,1,1,0,771
"3496",1,3,3,1,39,3,3,1,0,285
"3497",1,3,3,1,36,4,3,0,0,1702
"3498",1,3,3,0,40,3,1,1,0,892
"3499",1,3,3,1,36,3,2,0,0,310
"3500",1,3,3,1,19,1,4,0,1,1303
"3501",1,3,3,1,43,2,1,1,1,1533
"3502",1,3,3,1,11,3,3,0,0,886
"3503",1,3,3,1,10,2,1,0,0,1046
"3504",1,3,3,1,49,2,1,1,0,628
"3505",1,3,3,0,16,3,1,1,0,794
"3506",1,3,3,NA,23,2,4,1,0,758
"3507",1,3,3,0,34,3,1,0,0,1387
"3508",1,3,3,0,41,2,1,1,0,1255
"3509",1,3,3,0,44,3,1,1,0,2081
"3510",1,3,3,0,49,3,1,1,0,416
"3511",1,3,3,NA,23,3,2,1,0,558
"3512",1,3,3,0,50,4,3,1,0,613
"3513",1,3,3,0,47,2,1,0,1,2060
"3514",1,3,3,1,28,3,1,1,0,794
"3515",1,3,3,0,33,3,3,1,0,855
"3516",1,3,3,1,50,3,3,0,0,1128
"3517",1,3,3,1,26,4,4,1,0,407
"3518",1,3,3,1,36,2,4,1,0,758
"3519",1,3,3,1,15,3,4,1,0,276
"3520",1,3,3,1,19,2,3,0,0,1292
"3521",1,3,3,0,26,3,4,0,0,614
"3522",1,3,3,1,26,3,1,0,0,1323
"3523",1,3,3,NA,22,2,2,1,0,733
"3524",1,3,3,NA,9,1,2,1,1,834
"3525",1,3,3,1,39,3,2,0,0,696
"3526",1,3,3,0,1,1,2,1,0,3417
"3527",1,3,3,1,50,3,1,0,0,882
"3528",1,3,3,0,21,3,3,0,0,295
"3529",1,3,3,1,14,4,3,1,0,613
"3530",1,3,3,1,10,2,1,1,0,1255
"3531",1,3,3,1,5,2,4,1,0,718
"3532",1,3,3,1,41,1,3,0,0,646
"3533",1,3,3,1,10,4,2,0,0,748
"3534",1,3,3,0,15,2,3,0,0,1233
"3535",1,3,3,0,15,2,1,0,0,1330
"3536",1,3,3,0,21,2,2,1,1,834
"3537",1,3,3,1,23,2,3,1,0,1110
"3538",1,3,3,1,7,1,4,1,0,852
"3539",1,3,3,1,31,3,2,0,0,696
"3540",1,3,3,0,50,3,1,1,0,794
"3541",1,3,3,1,41,1,4,0,0,882
"3542",1,3,3,1,50,2,2,1,0,1304
"3543",1,3,3,1,43,1,4,1,0,1589
"3544",1,3,3,0,33,4,3,0,0,765
"3545",1,3,3,1,34,3,1,1,0,416
"3546",1,3,3,1,33,1,2,1,0,2198
"3547",1,3,3,1,44,3,1,0,0,925
"3548",1,3,3,1,1,2,2,0,0,1518
"3549",1,3,3,1,43,2,3,0,0,2585
"3550",1,3,3,1,50,4,4,1,0,813
"3551",1,3,3,0,50,4,2,0,0,714
"3552",1,3,3,1,21,4,2,1,0,337
"3553",1,3,3,0,34,3,2,1,0,585
"3554",1,3,3,0,36,2,1,0,0,1330
"3555",1,3,3,1,39,3,1,1,0,892
"3556",1,3,3,1,18,1,4,0,0,1765
"3557",1,3,3,NA,34,2,4,0,0,2647
"3558",1,3,3,0,14,3,2,0,1,915
"3559",1,3,3,1,24,2,2,0,0,724
"3560",1,3,3,1,50,2,3,0,0,1850
"3561",1,3,3,1,24,2,3,1,0,1110
"3562",1,3,3,1,23,1,4,1,0,758
"3563",1,3,3,1,47,2,3,0,0,1938
"3564",1,3,3,0,24,2,1,1,0,1198
"3565",1,3,3,1,11,1,1,1,0,1883
"3566",1,3,3,0,50,4,2,1,0,643
"3567",1,3,3,0,10,2,4,1,0,1589
"3568",1,3,3,0,1,2,2,0,1,1121
"3569",1,3,3,0,41,2,1,0,0,3485
"3570",1,3,3,0,33,2,2,1,0,1465
"3571",1,3,3,1,17,2,2,1,0,1304
"3572",1,3,3,NA,43,2,2,0,0,1518
"3573",1,3,3,1,10,2,3,1,0,1164
"3574",1,3,3,1,36,2,2,1,0,1304
"3575",1,3,3,1,18,2,1,1,0,1255
"3576",1,3,3,0,44,3,2,1,1,357
"3577",1,3,3,0,17,4,2,1,0,643
"3578",1,3,3,0,33,1,2,0,0,813
"3579",1,3,3,1,4,2,4,0,0,1765
"3580",1,3,3,1,15,4,3,0,0,1021
"3581",1,3,3,1,10,4,1,1,0,771
"3582",1,3,3,1,21,1,1,0,0,1394
"3583",1,3,3,1,22,2,2,1,0,1465
"3584",1,3,3,NA,1,2,3,0,0,646
"3585",1,3,3,0,14,3,1,0,0,882
"3586",1,3,3,0,44,2,1,1,0,628
"3587",1,3,3,1,36,3,1,0,0,882
"3588",1,3,3,1,20,2,2,1,0,1465
"3589",1,3,3,1,34,1,1,1,0,1255
"3590",1,3,3,1,21,3,3,1,0,532
"3591",1,3,3,0,18,4,1,1,0,771
"3592",1,3,3,1,1,1,3,0,0,1938
"3593",1,3,3,1,50,3,1,1,0,794
"3594",1,3,3,NA,33,4,2,1,0,361
"3595",1,3,3,1,47,2,1,0,0,697
"3596",1,3,3,0,22,4,1,0,0,918
"3597",1,3,3,1,41,3,1,1,0,833
"3598",1,3,3,1,31,3,1,1,0,892
"3599",1,3,3,1,21,2,1,0,0,2091
"3600",1,3,3,NA,14,2,1,0,0,1330
"3601",1,3,3,NA,11,4,3,1,0,321
"3602",1,3,3,0,44,3,1,1,1,1017
"3603",1,3,3,1,43,2,3,0,0,1292
"3604",1,3,3,0,34,4,2,1,0,337
"3605",1,3,3,0,11,2,2,1,0,683
"3606",1,3,3,NA,36,3,2,0,0,620
"3607",1,3,3,0,18,2,3,1,0,1164
"3608",1,3,3,0,36,2,3,1,0,1110
"3609",1,3,3,0,4,1,3,1,0,1746
"3610",1,3,3,1,36,1,3,0,0,3699
"3611",1,3,3,0,47,3,2,1,1,357
"3612",1,3,3,0,18,4,1,0,0,856
"3613",1,3,3,1,36,3,3,1,0,508
"3614",1,3,3,1,33,3,2,0,0,696
"3615",1,3,3,1,15,2,3,1,0,1666
"3616",1,3,3,0,44,2,4,1,0,1589
"3617",1,3,3,1,5,3,4,1,0,262
"3618",1,3,3,1,41,4,2,0,0,748
"3619",1,3,3,1,19,3,2,1,0,585
"3620",1,3,3,0,11,3,1,1,1,508
"3621",1,3,3,1,47,3,4,1,0,579
"3622",1,3,3,1,44,2,1,1,0,1255
"3623",1,3,3,0,36,1,4,0,0,1684
"3624",1,3,3,1,23,3,2,0,0,620
"3625",1,3,3,1,10,2,1,0,0,2091
"3626",1,3,3,1,41,4,2,1,0,674
"3627",1,3,3,0,31,4,2,1,0,722
"3628",1,3,3,0,33,4,3,0,0,191
"3629",1,3,3,0,48,2,3,1,0,1052
"3630",1,3,3,0,28,3,1,0,0,882
"3631",1,3,3,1,43,3,2,1,0,585
"3632",1,3,3,1,17,3,3,1,0,508
"3633",1,3,3,1,28,4,2,0,0,714
"3634",1,3,3,1,19,2,3,0,0,1292
"3635",1,3,3,1,43,2,1,1,0,1255
"3636",1,3,3,0,44,2,2,1,0,2050
"3637",1,3,3,0,23,3,1,0,1,1955
"3638",1,3,3,0,10,2,4,1,0,1589
"3639",1,3,3,0,25,2,2,1,1,834
"3640",1,3,3,1,37,3,2,1,1,357
"3641",1,3,3,1,14,4,2,0,0,714
"3642",1,3,3,1,21,2,2,0,0,1518
"3643",1,3,3,1,4,2,3,0,0,1292
"3644",1,3,3,0,44,2,1,1,0,1255
"3645",1,3,3,0,26,4,1,1,0,1839
"3646",1,3,3,1,1,4,3,1,0,964
"3647",1,3,3,1,26,4,2,1,0,643
"3648",1,3,3,1,50,4,3,1,0,613
"3649",1,3,3,0,43,2,2,1,1,834
"3650",1,3,3,1,43,4,3,1,0,1607
"3651",1,3,3,NA,44,2,3,1,1,710
"3652",1,3,3,NA,36,2,3,1,0,1110
"3653",1,3,3,0,15,3,2,0,0,620
"3654",1,3,3,0,16,3,2,1,0,558
"3655",1,3,3,0,14,4,2,0,0,714
"3656",1,3,3,0,26,2,3,0,1,2733
"3657",1,3,3,1,28,3,4,1,0,276
"3658",1,3,3,1,23,4,2,0,0,714
"3659",1,3,3,1,44,3,2,0,0,974
"3660",1,3,3,1,45,2,1,0,0,630
"3661",1,3,3,0,10,3,1,0,1,1366
"3662",1,3,3,1,43,4,2,1,0,674
"3663",1,3,3,1,5,4,3,0,0,645
"3664",1,3,3,0,14,4,2,1,0,643
"3665",1,3,3,NA,5,4,2,0,0,676
"3666",1,3,3,NA,13,4,1,0,0,774
"3667",1,3,3,1,19,4,2,0,0,748
"3668",1,3,3,1,18,3,2,1,0,292
"3669",1,3,3,1,16,2,2,1,0,652
"3670",1,3,3,0,48,1,3,0,0,1168
"3671",1,3,3,0,5,2,3,1,1,1285
"3672",1,3,3,1,43,1,4,0,0,882
"3673",1,3,3,1,5,4,3,1,0,581
"3674",1,3,3,1,48,3,3,0,0,534
"3675",1,3,3,1,5,4,2,1,0,609
"3676",1,3,3,1,44,3,1,0,0,462
"3677",1,3,3,0,14,2,3,0,0,925
"3678",1,3,3,0,5,2,1,0,0,1260
"3679",1,3,3,0,48,4,1,0,0,774
"3680",1,3,3,NA,13,4,4,1,0,291
"3681",1,3,3,1,6,2,2,1,0,1236
"3682",1,3,3,0,14,4,1,1,0,552
"3683",1,3,3,1,5,2,4,1,0,718
"3684",1,3,3,0,5,3,4,1,1,639
"3685",1,3,3,1,5,3,3,0,0,267
"3686",1,3,3,1,19,4,2,0,0,374
"3687",1,3,3,1,43,3,1,0,0,925
"3688",1,3,3,NA,5,3,3,1,0,241
"3689",1,3,3,1,44,4,2,1,0,674
"3690",1,3,3,NA,6,4,3,1,0,581
"3691",1,3,3,1,5,3,1,0,0,1254
"3692",1,3,3,1,5,2,4,1,0,1437
"3693",1,3,3,NA,3,3,3,1,0,1203
"3694",1,3,3,NA,6,3,1,0,0,418
"3695",1,3,3,1,48,4,2,1,0,609
"3696",1,3,3,NA,25,1,3,1,1,2842
"3697",1,3,3,1,48,4,3,0,0,645
"3698",1,3,3,0,5,2,1,1,0,1135
"3699",1,3,3,0,48,3,2,0,0,587
"3700",1,3,3,0,48,3,1,0,0,836
"3701",1,3,3,0,5,3,1,0,0,836
"3702",1,3,3,0,6,4,1,1,1,2553
"3703",1,3,3,1,5,2,4,1,0,359
"3704",1,3,3,0,32,2,2,1,0,1236
"3705",1,3,3,0,48,4,2,0,0,338
"3706",1,3,3,NA,5,3,2,0,0,294
"3707",1,3,3,0,48,3,1,0,0,1254
"3708",1,3,3,0,45,2,1,0,0,1260
"3709",1,3,3,0,45,4,2,0,0,676
"3710",1,3,3,0,5,4,1,1,0,697
"3711",1,3,3,1,5,2,3,1,0,526
"3712",1,3,3,1,32,2,2,1,0,1236
"3713",1,3,3,1,5,3,2,0,0,587
"3714",1,3,3,1,5,2,1,0,0,1260
"3715",1,3,3,1,5,3,2,1,0,264
"3716",1,3,3,0,5,4,2,0,0,338
"3717",1,3,3,0,5,4,3,1,0,581
"3718",1,3,3,1,5,3,2,1,0,529
"3719",1,3,3,0,5,4,1,0,0,1161
"3720",1,3,3,0,3,4,3,1,0,291
"3721",1,3,3,1,38,1,2,1,0,618
"3722",1,3,3,0,5,3,2,0,0,881
"3723",1,3,3,NA,5,3,1,1,0,753
"3724",1,3,3,NA,5,3,1,0,0,418
"3725",1,3,3,1,5,3,1,0,0,418
"3726",1,3,3,0,38,3,3,1,0,481
"3727",1,3,3,1,5,3,1,1,0,753
"3728",1,3,3,1,6,4,2,1,0,305
"3729",1,3,3,0,48,4,3,1,0,581
"3730",1,3,3,0,38,4,2,0,0,676
"3731",1,3,3,0,5,4,3,0,0,645
"3732",1,3,3,0,5,2,1,0,0,1891
"3733",1,3,3,1,48,2,3,1,0,1052
"3734",1,3,3,1,5,4,1,0,0,774
"3735",1,3,3,1,5,4,1,1,0,1046
"3736",1,3,3,NA,45,3,1,0,0,836
"3737",1,3,3,1,5,2,1,0,0,1260
"3738",1,3,3,0,5,2,4,0,0,1595
"3739",1,3,3,0,5,4,2,0,0,676
"3740",1,3,3,0,5,3,2,0,0,294
"3741",1,3,3,1,45,4,2,1,0,305
"3742",1,3,3,1,38,3,2,0,0,1468
"3743",1,3,3,1,5,3,2,0,0,294
"3744",1,3,3,0,48,3,2,0,0,294
"3745",1,3,3,0,5,1,1,1,1,1386
"3746",1,3,3,NA,5,2,4,1,0,1437
"3747",1,3,3,1,5,3,2,0,0,587
"3748",1,3,3,0,48,3,2,1,0,264
"3749",1,3,3,NA,5,4,2,1,0,609
"3750",1,3,3,0,38,4,1,1,0,697
"3751",1,3,3,0,3,4,1,1,0,697
"3752",1,3,3,1,5,4,1,0,0,774
"3753",1,3,3,1,48,3,2,1,0,529
"3754",1,3,3,1,5,4,2,1,0,305
"3755",1,3,3,1,5,2,3,1,0,526
"3756",1,3,3,0,48,3,2,1,0,529
"3757",1,3,3,1,29,3,3,0,0,534
"3758",1,3,3,1,5,2,1,1,0,1135
"3759",1,3,3,1,5,4,2,0,0,676
"3760",1,3,3,0,5,2,2,1,0,618
"3761",1,3,3,1,5,4,3,0,0,323
"3762",1,3,3,1,5,4,3,1,0,581
"3763",1,3,3,0,39,3,2,1,0,627
"3764",1,3,3,1,21,3,4,1,0,290
"3765",1,3,3,1,11,4,1,0,0,428
"3766",1,3,3,0,1,2,1,1,0,1255
"3767",1,3,3,0,15,4,2,1,0,321
"3768",1,3,3,1,13,3,1,1,0,753
"3769",1,3,3,0,28,2,4,0,0,842
"3770",1,3,3,1,44,1,3,1,0,582
"3771",1,3,3,0,47,4,2,1,0,337
"3772",1,3,3,0,24,3,2,1,0,558
"3773",1,3,3,1,21,4,2,0,0,374
"3774",1,3,3,1,23,2,3,0,0,1233
"3775",1,3,3,1,31,2,2,1,0,1465
"3776",1,3,3,0,14,2,2,1,0,652
"3777",1,3,3,1,39,4,2,1,0,361
"3778",1,3,3,1,44,4,4,1,0,852
"3779",1,3,3,1,10,3,3,1,0,532
"3780",1,3,3,0,44,4,3,1,0,643
"3781",1,3,3,1,17,2,1,1,0,1198
"3782",1,3,3,0,47,1,3,0,0,1292
"3783",1,3,3,0,39,2,3,1,0,2495
"3784",1,3,3,1,39,4,2,0,0,802
"3785",1,3,3,0,44,2,3,1,1,710
"3786",1,3,3,1,10,4,4,1,0,852
"3787",1,3,3,1,43,2,1,1,0,1255
"3788",1,3,3,1,10,3,1,1,0,833
"3789",1,3,3,1,47,2,1,0,0,1394
"3790",1,3,3,1,19,2,3,1,0,873
"3791",1,3,3,0,4,2,4,0,1,1303
"3792",1,3,3,1,11,2,3,0,0,969
"3793",1,3,3,1,11,3,2,1,0,585
"3794",1,3,3,1,34,2,4,0,0,882
"3795",1,3,3,1,47,4,4,0,0,946
"3796",1,3,3,1,5,4,2,0,0,676
"3797",1,3,3,1,34,1,2,1,0,1367
"3798",1,3,3,1,5,2,1,1,0,1135
"3799",1,3,3,0,5,2,4,1,0,1437
"3800",1,3,3,NA,28,2,3,0,0,1233
"3801",1,3,3,0,5,2,3,1,1,642
"3802",1,3,3,1,3,4,4,0,0,214
"3803",1,3,3,1,13,3,3,1,0,481
"3804",1,3,3,0,22,2,3,1,0,1871
"3805",1,3,3,1,50,4,3,0,0,681
"3806",1,3,3,NA,24,3,1,1,0,794
"3807",1,3,3,0,26,1,3,1,1,678
"3808",1,3,3,1,5,3,2,0,0,587
"3809",1,3,3,NA,22,4,4,1,0,457
"3810",1,3,3,0,24,2,2,1,0,1304
"3811",1,3,3,NA,14,4,4,0,0,681
"3812",1,3,3,1,19,2,3,1,0,1164
"3813",1,3,3,0,5,3,3,1,0,722
"3814",1,3,3,0,27,4,2,1,0,609
"3815",1,3,3,1,5,4,3,1,0,581
"3816",1,3,3,0,44,1,4,0,0,1765
"3817",1,3,3,0,37,4,2,1,0,674
"3818",1,3,3,NA,6,2,2,1,0,1236
"3819",1,3,3,NA,16,4,3,0,0,681
"3820",1,3,3,1,41,2,3,1,0,1164
"3821",1,3,3,1,41,1,3,0,0,646
"3822",1,3,3,0,47,4,2,0,0,748
"3823",1,3,3,0,14,1,2,1,1,1593
"3824",1,3,3,0,29,1,3,0,0,1168
"3825",1,3,3,0,15,1,4,1,0,758
"3826",1,3,3,0,3,2,2,0,0,1372
"3827",1,3,3,0,5,3,1,0,0,836
"3828",1,3,3,0,37,1,4,1,0,794
"3829",1,3,3,0,39,2,2,1,0,733
"3830",1,3,3,0,5,2,1,1,0,567
"3831",1,3,3,0,39,2,4,0,0,946
"3832",1,3,3,0,44,4,2,0,0,374
"3833",1,3,3,0,17,1,2,0,0,1448
"3834",1,3,3,0,5,1,2,0,0,1372
"3835",1,3,3,0,11,2,1,1,0,2511
"3836",1,3,3,0,37,2,2,1,0,1367
"3837",1,3,3,0,48,2,2,1,0,618
"3838",1,3,3,0,10,2,1,0,0,2091
"3839",1,3,3,0,24,2,2,1,0,652
"3840",1,3,3,NA,39,4,4,1,0,913
"3841",1,3,3,0,6,3,2,1,0,529
"3842",1,3,3,1,14,2,4,0,0,1684
"3843",1,3,3,1,40,2,1,0,0,2241
"3844",1,3,3,1,23,3,2,1,0,279
"3845",1,3,3,1,39,2,3,0,0,2770
"3846",1,3,3,1,35,2,2,1,0,652
"3847",1,3,3,0,33,3,2,1,0,627
"3848",1,3,3,1,10,4,1,0,0,856
"3849",1,3,3,1,45,3,1,1,0,753
"3850",1,3,3,1,39,3,2,1,0,940
"3851",1,3,3,1,22,2,4,0,0,1891
"3852",1,3,3,0,44,1,2,1,0,1367
"3853",1,3,3,0,39,1,2,0,0,1627
"3854",1,3,3,0,40,3,2,1,0,627
"3855",1,3,3,0,10,1,3,1,1,1421
"3856",1,3,3,1,21,3,2,1,0,585
"3857",1,3,3,0,33,2,4,1,1,2079
"3858",1,3,3,0,5,3,4,1,0,524
"3859",1,3,3,0,15,4,1,1,1,898
"3860",1,3,3,1,47,4,1,0,0,856
"3861",1,3,3,1,41,3,4,0,0,322
"3862",1,3,3,1,33,4,2,0,0,802
"3863",1,3,3,1,22,1,3,0,0,693
"3864",1,3,3,1,18,3,2,1,1,714
"3865",1,3,3,0,34,3,3,0,1,873
"3866",1,3,3,1,34,3,3,1,0,798
"3867",1,3,3,0,7,2,1,0,1,3311
"3868",1,3,3,0,39,2,3,1,0,2495
"3869",1,3,3,1,22,2,3,0,0,1385
"3870",1,3,3,1,39,3,2,1,0,313
"3871",1,3,3,1,33,4,1,0,0,918
"3872",1,3,3,1,36,2,2,0,0,724
"3873",1,3,3,1,22,4,1,1,0,1239
"3874",1,3,3,0,34,2,3,0,0,1292
"3875",1,3,3,1,39,2,2,1,0,1465
"3876",1,3,3,1,5,3,3,1,0,241
"3877",1,3,3,1,39,3,3,1,0,855
"3878",1,3,3,NA,34,1,3,1,1,710
"3879",1,3,3,1,33,2,1,1,0,1346
"3880",1,3,3,1,31,4,2,1,0,361
"3881",1,3,3,0,21,1,4,0,0,1765
"3882",1,3,3,1,34,2,2,0,0,1518
"3883",1,3,3,1,15,2,4,0,0,1684
"3884",1,3,3,0,33,4,3,0,0,765
"3885",1,3,3,1,31,2,4,1,0,2555
"3886",1,3,3,0,33,1,3,0,0,1385
"3887",1,3,3,0,21,4,2,1,0,674
"3888",1,3,3,1,14,4,2,0,0,714
"3889",1,3,3,1,36,2,1,1,0,1198
"3890",1,3,3,1,15,3,2,1,0,558
"3891",1,3,3,NA,23,2,2,0,0,724
"3892",1,3,3,1,36,3,3,1,0,508
"3893",1,3,3,1,23,4,2,1,0,321
"3894",1,3,3,1,31,2,1,0,0,1494
"3895",1,3,3,0,22,3,2,0,0,1044
"3896",1,3,3,0,10,3,2,1,0,585
"3897",1,3,3,0,22,3,1,0,0,495
"3898",1,3,3,1,22,2,2,0,0,1627
"3899",1,3,3,1,15,2,1,0,0,1995
"3900",1,3,3,0,15,4,4,0,0,903
"3901",1,3,3,1,15,4,3,0,0,681
"3902",1,3,3,0,31,2,3,0,0,693
"3903",1,3,3,0,22,1,4,1,0,1703
"3904",1,3,3,0,41,3,3,0,0,295
"3905",1,3,3,1,33,3,2,1,0,1880
"3906",1,3,3,0,31,2,1,0,0,1494
"3907",1,3,3,0,22,3,2,1,0,627
"3908",1,3,3,0,33,2,3,1,1,762
"3909",1,3,3,1,36,2,3,0,0,1233
"3910",1,3,3,0,40,4,3,1,0,344
"3911",1,3,3,1,22,4,2,1,0,722
"3912",1,3,3,0,22,4,1,1,0,826
"3913",1,3,3,1,33,1,3,0,0,2078
"3914",1,3,3,0,10,3,2,1,0,877
"3915",1,3,3,1,21,1,3,0,0,1938
"3916",1,3,3,1,21,3,2,1,1,357
"3917",1,3,3,0,33,4,2,1,0,361
"3918",1,3,3,0,39,3,3,1,0,570
"3919",1,3,3,0,23,3,2,1,1,341
"3920",1,3,3,0,23,2,3,1,0,1110
"3921",1,3,3,0,34,2,3,0,1,1909
"3922",1,3,3,1,33,2,1,0,0,1494
"3923",1,3,3,0,23,2,4,1,0,1516
"3924",1,3,3,0,47,4,2,1,0,674
"3925",1,3,3,1,50,2,4,1,0,758
"3926",1,3,3,1,5,4,4,1,0,581
"3927",1,3,3,NA,6,3,1,0,0,836
"3928",1,3,3,1,47,3,3,0,0,591
"3929",1,3,3,0,44,2,3,1,0,1746
"3930",1,3,3,1,23,4,2,0,0,714
"3931",1,3,3,1,7,2,2,1,0,1465
"3932",1,3,3,1,10,2,4,1,0,794
"3933",1,3,3,0,11,2,3,1,0,1746
"3934",1,3,3,1,10,3,2,1,0,585
"3935",1,3,3,1,26,4,3,0,0,340
"3936",1,3,3,1,5,4,4,0,0,856
"3937",1,3,3,1,15,2,3,1,0,2221
"3938",1,3,3,0,26,2,2,0,0,724
"3939",1,3,3,1,36,2,4,0,0,1684
"3940",1,3,3,1,23,2,4,1,0,1110
"3941",1,3,3,0,7,3,1,1,0,2231
"3942",1,3,3,1,5,3,3,0,0,267
"3943",1,3,3,1,10,4,4,1,0,426
"3944",1,3,3,0,7,3,3,0,0,1583
"3945",1,3,3,0,23,4,2,1,0,321
"3946",1,3,3,1,33,1,4,1,0,3406
"3947",1,3,3,1,42,3,3,1,0,508
"3948",1,3,3,1,10,4,3,1,0,321
"3949",1,3,3,1,48,2,3,0,0,1168
"3950",1,3,3,0,33,3,4,1,0,621
"3951",1,3,3,0,33,2,4,1,0,1703
"3952",1,3,3,1,14,3,3,1,1,465
"3953",1,3,3,0,15,1,3,0,0,1850
"3954",1,3,3,1,14,2,4,1,0,758
"3955",1,3,3,NA,5,2,3,1,0,526
"3956",1,3,3,0,41,3,1,0,1,2049
"3957",1,3,3,0,11,2,3,0,1,4773
"3958",1,3,3,0,14,1,3,1,1,2034
"3959",1,3,3,NA,10,1,2,1,0,1367
"3960",1,3,3,0,39,3,1,0,0,991
"3961",1,3,3,1,14,2,3,0,0,1233
"3962",1,3,3,0,14,4,1,0,0,1634
"3963",1,3,3,1,5,4,2,0,0,676
"3964",1,3,3,0,39,2,2,1,0,2198
"3965",1,3,3,0,39,4,2,0,0,401
"3966",1,3,3,1,36,4,3,0,0,681
"3967",1,3,3,1,20,4,2,1,0,722
"3968",1,3,3,0,39,4,1,0,0,1835
"3969",1,3,3,0,21,2,4,0,0,1765
"3970",1,3,3,0,28,3,2,0,0,620
"3971",1,3,3,0,50,2,2,0,0,1448
"3972",1,3,3,0,40,4,2,1,0,361
"3973",1,3,3,1,7,3,1,1,0,2231
"3974",1,3,3,0,7,4,2,1,0,361
"3975",1,3,3,0,19,3,3,1,0,266
"3976",1,3,3,1,44,4,4,0,0,946
