"","female","black","age","edu","state","N"
"881",0,0,1,4,14,176280
"882",0,1,1,4,14,9615
"883",1,0,1,4,14,175233
"884",1,1,1,4,14,14529
"885",0,0,2,4,14,448723
"886",0,1,2,4,14,23946
"887",1,0,2,4,14,317771
"888",1,1,2,4,14,31634
"889",0,0,3,4,14,224273
"890",0,1,3,4,14,11331
"891",1,0,3,4,14,153285
"892",1,1,3,4,14,16387
"893",0,0,4,4,14,64858
"894",0,1,4,4,14,2209
"895",1,0,4,4,14,58364
"896",1,1,4,4,14,4091
"897",0,0,1,1,15,97267
"898",0,1,1,1,15,12482
"899",1,0,1,1,15,80100
"900",1,1,1,1,15,10768
"901",0,0,2,1,15,98786
"902",0,1,2,1,15,10096
"903",1,0,2,1,15,76253
"904",1,1,2,1,15,9741
"905",0,0,3,1,15,123154
"906",0,1,3,1,15,13520
"907",1,0,3,1,15,133248
"908",1,1,3,1,15,14936
"909",0,0,4,1,15,114803
"910",0,1,4,1,15,10484
"911",1,0,4,1,15,182553
"912",1,1,4,1,15,15814
"913",0,0,1,2,15,169659
"914",0,1,1,2,15,14012
"915",1,0,1,2,15,169728
"916",1,1,1,2,15,15534
"917",0,0,2,2,15,275492
"918",0,1,2,2,15,15345
"919",1,0,2,2,15,247395
"920",1,1,2,2,15,17275
"921",0,0,3,2,15,178947
"922",0,1,3,2,15,8875
"923",1,0,3,2,15,227947
"924",1,1,3,2,15,12737
"925",0,0,4,2,15,82063
"926",0,1,4,2,15,2554
"927",1,0,4,2,15,143889
"928",1,1,4,2,15,4588
"929",0,0,1,3,15,154018
"930",0,1,1,3,15,11185
"931",1,0,1,3,15,169870
"932",1,1,1,3,15,16387
"933",0,0,2,3,15,197326
"934",0,1,2,3,15,13097
"935",1,0,2,3,15,167480
"936",1,1,2,3,15,18017
"937",0,0,3,3,15,90803
"938",0,1,3,3,15,6121
"939",1,0,3,3,15,91397
"940",1,1,3,3,15,7001
"941",0,0,4,3,15,33519
"942",0,1,4,3,15,1062
"943",1,0,4,3,15,46053
"944",1,1,4,3,15,1701
"945",0,0,1,4,15,60566
"946",0,1,1,4,15,1789
"947",1,0,1,4,15,59236
"948",1,1,1,4,15,2803
"949",0,0,2,4,15,160491
"950",0,1,2,4,15,5215
"951",1,0,2,4,15,112571
"952",1,1,2,4,15,6004
"953",0,0,3,4,15,83984
"954",0,1,3,4,15,2564
"955",1,0,3,4,15,55424
"956",1,1,3,4,15,3312
"957",0,0,4,4,15,28457
"958",0,1,4,4,15,584
"959",1,0,4,4,15,26677
"960",1,1,4,4,15,1144
"961",0,0,1,1,16,34431
"962",0,1,1,1,16,1288
"963",1,0,1,1,16,27054
"964",1,1,1,1,16,1062
"965",0,0,2,1,16,32302
"966",0,1,2,1,16,681
"967",1,0,2,1,16,22315
"968",1,1,2,1,16,907
"969",0,0,3,1,16,53539
"970",0,1,3,1,16,1319
"971",1,0,3,1,16,47812
"972",1,1,3,1,16,1341
"973",0,0,4,1,16,78823
"974",0,1,4,1,16,808
"975",1,0,4,1,16,100389
"976",1,1,4,1,16,1109
"977",0,0,1,2,16,80609
"978",0,1,1,2,16,1904
"979",1,0,1,2,16,74690
"980",1,1,1,2,16,1518
"981",0,0,2,2,16,137825
"982",0,1,2,2,16,1569
"983",1,0,2,2,16,113799
"984",1,1,2,2,16,1509
"985",0,0,3,2,16,104563
"986",0,1,3,2,16,868
"987",1,0,3,2,16,126990
"988",1,1,3,2,16,1028
"989",0,0,4,2,16,53672
"990",0,1,4,2,16,234
"991",1,0,4,2,16,92889
"992",1,1,4,2,16,409
"993",0,0,1,3,16,92523
"994",0,1,1,3,16,2138
"995",1,0,1,3,16,104953
"996",1,1,1,3,16,2255
"997",0,0,2,3,16,113082
"998",0,1,2,3,16,1639
"999",1,0,2,3,16,104786
"1000",1,1,2,3,16,1668
"1001",0,0,3,3,16,45931
"1002",0,1,3,3,16,637
"1003",1,0,3,3,16,59068
"1004",1,1,3,3,16,714
"1005",0,0,4,3,16,19481
"1006",0,1,4,3,16,129
"1007",1,0,4,3,16,41553
"1008",1,1,4,3,16,180
"1009",0,0,1,4,16,30384
"1010",0,1,1,4,16,493
"1011",1,0,1,4,16,31427
"1012",1,1,1,4,16,486
"1013",0,0,2,4,16,89680
"1014",0,1,2,4,16,1022
"1015",1,0,2,4,16,65452
"1016",1,1,2,4,16,606
"1017",0,0,3,4,16,45589
"1018",0,1,3,4,16,307
"1019",1,0,3,4,16,32636
"1020",1,1,3,4,16,290
"1021",0,0,4,4,16,15665
"1022",0,1,4,4,16,32
"1023",1,0,4,4,16,20379
"1024",1,1,4,4,16,97
"1025",0,0,1,1,17,33814
"1026",0,1,1,1,17,3477
"1027",1,0,1,1,17,28875
"1028",1,1,1,1,17,3162
"1029",0,0,2,1,17,32676
"1030",0,1,2,1,17,2687
"1031",1,0,2,1,17,23230
"1032",1,1,2,1,17,2761
"1033",0,0,3,1,17,36797
"1034",0,1,3,1,17,3331
"1035",1,0,3,1,17,38397
"1036",1,1,3,1,17,3620
"1037",0,0,4,1,17,52609
"1038",0,1,4,1,17,2884
"1039",1,0,4,1,17,74044
"1040",1,1,4,1,17,4309
"1041",0,0,1,2,17,67235
"1042",0,1,1,2,17,6747
"1043",1,0,1,2,17,59070
"1044",1,1,1,2,17,5000
"1045",0,0,2,2,17,100714
"1046",0,1,2,2,17,5446
"1047",1,0,2,2,17,82510
"1048",1,1,2,2,17,4927
"1049",0,0,3,2,17,70857
"1050",0,1,3,2,17,2262
"1051",1,0,3,2,17,88607
"1052",1,1,3,2,17,3175
"1053",0,0,4,2,17,40758
"1054",0,1,4,2,17,894
"1055",1,0,4,2,17,69639
"1056",1,1,4,2,17,1611
"1057",0,0,1,3,17,81609
"1058",0,1,1,3,17,6126
"1059",1,0,1,3,17,84511
"1060",1,1,1,3,17,5592
"1061",0,0,2,3,17,106660
"1062",0,1,2,3,17,5883
"1063",1,0,2,3,17,95748
"1064",1,1,2,3,17,5674
"1065",0,0,3,3,17,47150
"1066",0,1,3,3,17,2261
"1067",1,0,3,3,17,57313
"1068",1,1,3,3,17,2043
"1069",0,0,4,3,17,21131
"1070",0,1,4,3,17,375
"1071",1,0,4,3,17,36142
"1072",1,1,4,3,17,668
"1073",0,0,1,4,17,31239
"1074",0,1,1,4,17,849
"1075",1,0,1,4,17,32609
"1076",1,1,1,4,17,926
"1077",0,0,2,4,17,99920
"1078",0,1,2,4,17,2545
"1079",1,0,2,4,17,70562
"1080",1,1,2,4,17,2397
"1081",0,0,3,4,17,51667
"1082",0,1,3,4,17,880
"1083",1,0,3,4,17,33651
"1084",1,1,3,4,17,1169
"1085",0,0,4,4,17,17317
"1086",0,1,4,4,17,211
"1087",1,0,4,4,17,19445
"1088",1,1,4,4,17,371
"1089",0,0,1,1,18,81062
"1090",0,1,1,1,18,7746
"1091",1,0,1,1,18,71418
"1092",1,1,1,1,18,6182
"1093",0,0,2,1,18,111785
"1094",0,1,2,1,18,6416
"1095",1,0,2,1,18,71774
"1096",1,1,2,1,18,6987
"1097",0,0,3,1,18,134124
"1098",0,1,3,1,18,8438
"1099",1,0,3,1,18,135896
"1100",1,1,3,1,18,10051
"1101",0,0,4,1,18,111014
"1102",0,1,4,1,18,7825
"1103",1,0,4,1,18,162771
"1104",1,1,4,1,18,11946
"1105",0,0,1,2,18,120244
"1106",0,1,1,2,18,11178
"1107",1,0,1,2,18,124647
"1108",1,1,1,2,18,9272
"1109",0,0,2,2,18,173041
"1110",0,1,2,2,18,10258
"1111",1,0,2,2,18,144687
"1112",1,1,2,2,18,10575
"1113",0,0,3,2,18,89189
"1114",0,1,3,2,18,4937
"1115",1,0,3,2,18,119729
"1116",1,1,3,2,18,6965
"1117",0,0,4,2,18,30928
"1118",0,1,4,2,18,1412
"1119",1,0,4,2,18,56791
"1120",1,1,4,2,18,2813
"1121",0,0,1,3,18,88275
"1122",0,1,1,3,18,7711
"1123",1,0,1,3,18,116207
"1124",1,1,1,3,18,10176
"1125",0,0,2,3,18,111470
"1126",0,1,2,3,18,7794
"1127",1,0,2,3,18,96370
"1128",1,1,2,3,18,10624
"1129",0,0,3,3,18,49490
"1130",0,1,3,3,18,2669
"1131",1,0,3,3,18,55109
"1132",1,1,3,3,18,3616
"1133",0,0,4,3,18,17594
"1134",0,1,4,3,18,614
"1135",1,0,4,3,18,26910
"1136",1,1,4,3,18,1239
"1137",0,0,1,4,18,30361
"1138",0,1,1,4,18,975
"1139",1,0,1,4,18,39376
"1140",1,1,1,4,18,1479
"1141",0,0,2,4,18,92306
"1142",0,1,2,4,18,2700
"1143",1,0,2,4,18,64957
"1144",1,1,2,4,18,3280
"1145",0,0,3,4,18,47886
"1146",0,1,3,4,18,1133
"1147",1,0,3,4,18,33445
"1148",1,1,3,4,18,1206
"1149",0,0,4,4,18,15067
"1150",0,1,4,4,18,303
"1151",1,0,4,4,18,18719
"1152",1,1,4,4,18,870
"1153",0,0,1,1,19,62021
"1154",0,1,1,1,19,49382
"1155",1,0,1,1,19,52873
"1156",1,1,1,1,19,40391
"1157",0,0,2,1,19,82681
"1158",0,1,2,1,19,43491
"1159",1,0,2,1,19,43298
"1160",1,1,2,1,19,43045
"1161",0,0,3,1,19,74483
"1162",0,1,3,1,19,47382
"1163",1,0,3,1,19,81351
"1164",1,1,3,1,19,57468
"1165",0,0,4,1,19,71058
"1166",0,1,4,1,19,36586
"1167",1,0,4,1,19,107672
"1168",1,1,4,1,19,56712
"1169",0,0,1,2,19,94519
"1170",0,1,1,2,19,41048
"1171",1,0,1,2,19,108204
"1172",1,1,1,2,19,45253
"1173",0,0,2,2,19,144702
"1174",0,1,2,2,19,42464
"1175",1,0,2,2,19,114352
"1176",1,1,2,2,19,49756
"1177",0,0,3,2,19,84464
"1178",0,1,3,2,19,17847
"1179",1,0,3,2,19,116832
"1180",1,1,3,2,19,25738
"1181",0,0,4,2,19,32462
"1182",0,1,4,2,19,3276
"1183",1,0,4,2,19,61614
"1184",1,1,4,2,19,5974
"1185",0,0,1,3,19,83164
"1186",0,1,1,3,19,27737
"1187",1,0,1,3,19,103287
"1188",1,1,1,3,19,44856
"1189",0,0,2,3,19,117781
"1190",0,1,2,3,19,26748
"1191",1,0,2,3,19,82418
"1192",1,1,2,3,19,39740
"1193",0,0,3,3,19,55301
"1194",0,1,3,3,19,8144
"1195",1,0,3,3,19,56684
"1196",1,1,3,3,19,10904
"1197",0,0,4,3,19,18760
"1198",0,1,4,3,19,1252
"1199",1,0,4,3,19,27506
"1200",1,1,4,3,19,2321
"1201",0,0,1,4,19,31774
"1202",0,1,1,4,19,3881
"1203",1,0,1,4,19,41360
"1204",1,1,1,4,19,7370
"1205",0,0,2,4,19,108374
"1206",0,1,2,4,19,11860
"1207",1,0,2,4,19,68041
"1208",1,1,2,4,19,20565
"1209",0,0,3,4,19,59991
"1210",0,1,3,4,19,6150
"1211",1,0,3,4,19,39234
"1212",1,1,3,4,19,10696
"1213",0,0,4,4,19,19014
"1214",0,1,4,4,19,1486
"1215",1,0,4,4,19,18618
"1216",1,1,4,4,19,3122
"1217",0,0,1,1,20,19954
"1218",0,1,1,1,20,108
"1219",1,0,1,1,20,15595
"1220",1,1,1,1,20,39
"1221",0,0,2,1,20,19464
"1222",0,1,2,1,20,76
"1223",1,0,2,1,20,13887
"1224",1,1,2,1,20,42
"1225",0,0,3,1,20,30924
"1226",0,1,3,1,20,41
"1227",1,0,3,1,20,28503
"1228",1,1,3,1,20,58
"1229",0,0,4,1,20,29122
"1230",0,1,4,1,20,13
"1231",1,0,4,1,20,38773
"1232",1,1,4,1,20,33
"1233",0,0,1,2,20,44449
"1234",0,1,1,2,20,484
"1235",1,0,1,2,20,43111
"1236",1,1,1,2,20,200
"1237",0,0,2,2,20,67745
"1238",0,1,2,2,20,159
"1239",1,0,2,2,20,56668
"1240",1,1,2,2,20,98
"1241",0,0,3,2,20,39497
"1242",0,1,3,2,20,88
"1243",1,0,3,2,20,50194
"1244",1,1,3,2,20,90
"1245",0,0,4,2,20,18525
"1246",0,1,4,2,20,54
"1247",1,0,4,2,20,34040
"1248",1,1,4,2,20,27
"1249",0,0,1,3,20,33538
"1250",0,1,1,3,20,465
"1251",1,0,1,3,20,38373
"1252",1,1,1,3,20,321
"1253",0,0,2,3,20,51489
"1254",0,1,2,3,20,337
"1255",1,0,2,3,20,44556
"1256",1,1,2,3,20,120
"1257",0,0,3,3,20,19243
"1258",0,1,3,3,20,101
"1259",1,0,3,3,20,23207
"1260",1,1,3,3,20,29
"1261",0,0,4,3,20,8426
"1262",0,1,4,3,20,8
"1263",1,0,4,3,20,15868
"1264",1,1,4,3,20,4
"1265",0,0,1,4,20,10949
"1266",0,1,1,4,20,104
"1267",1,0,1,4,20,13402
"1268",1,1,1,4,20,64
"1269",0,0,2,4,20,43811
"1270",0,1,2,4,20,204
"1271",1,0,2,4,20,35738
"1272",1,1,2,4,20,92
"1273",0,0,3,4,20,22948
"1274",0,1,3,4,20,82
"1275",1,0,3,4,20,17138
"1276",1,1,3,4,20,42
"1277",0,0,4,4,20,8936
"1278",0,1,4,4,20,12
"1279",1,0,4,4,20,9317
"1280",1,1,4,4,20,2
"1281",0,0,1,1,21,55162
"1282",0,1,1,1,21,34843
"1283",1,0,1,1,21,44522
"1284",1,1,1,1,21,26668
"1285",0,0,2,1,21,64435
"1286",0,1,2,1,21,28998
"1287",1,0,2,1,21,36774
"1288",1,1,2,1,21,26874
"1289",0,0,3,1,21,75119
"1290",0,1,3,1,21,36671
"1291",1,0,3,1,21,80234
"1292",1,1,3,1,21,37545
"1293",0,0,4,1,21,71804
"1294",0,1,4,1,21,22172
"1295",1,0,4,1,21,114831
"1296",1,1,4,1,21,33180
"1297",0,0,1,2,21,107980
"1298",0,1,1,2,21,46541
"1299",1,0,1,2,21,111079
"1300",1,1,1,2,21,47848
"1301",0,0,2,2,21,150514
"1302",0,1,2,2,21,44736
"1303",1,0,2,2,21,116379
"1304",1,1,2,2,21,52843
"1305",0,0,3,2,21,86750
"1306",0,1,3,2,21,24543
"1307",1,0,3,2,21,130120
"1308",1,1,3,2,21,30100
"1309",0,0,4,2,21,37325
"1310",0,1,4,2,21,4440
"1311",1,0,4,2,21,82701
"1312",1,1,4,2,21,8649
"1313",0,0,1,3,21,111429
"1314",0,1,1,3,21,33296
"1315",1,0,1,3,21,137550
"1316",1,1,1,3,21,46595
"1317",0,0,2,3,21,158017
"1318",0,1,2,3,21,41868
"1319",1,0,2,3,21,120593
"1320",1,1,2,3,21,56917
"1321",0,0,3,3,21,67376
"1322",0,1,3,3,21,15281
"1323",1,0,3,3,21,82687
"1324",1,1,3,3,21,21995
"1325",0,0,4,3,21,25975
"1326",0,1,4,3,21,2008
"1327",1,0,4,3,21,38236
"1328",1,1,4,3,21,3639
"1329",0,0,1,4,21,70276
"1330",0,1,1,4,21,9576
"1331",1,0,1,4,21,90819
"1332",1,1,1,4,21,15663
"1333",0,0,2,4,21,219601
"1334",0,1,2,4,21,25148
"1335",1,0,2,4,21,143078
"1336",1,1,2,4,21,33638
"1337",0,0,3,4,21,127887
"1338",0,1,3,4,21,14468
"1339",1,0,3,4,21,77710
"1340",1,1,3,4,21,16064
"1341",0,0,4,4,21,38962
"1342",0,1,4,4,21,1984
"1343",1,0,4,4,21,27604
"1344",1,1,4,4,21,3170
"1345",0,0,1,1,22,89101
"1346",0,1,1,1,22,9188
"1347",1,0,1,1,22,68313
"1348",1,1,1,1,22,7924
"1349",0,0,2,1,22,90777
"1350",0,1,2,1,22,7906
"1351",1,0,2,1,22,68495
"1352",1,1,2,1,22,8188
"1353",0,0,3,1,22,115837
"1354",0,1,3,1,22,7280
"1355",1,0,3,1,22,116742
"1356",1,1,3,1,22,9315
"1357",0,0,4,1,22,122142
"1358",0,1,4,1,22,4128
"1359",1,0,4,1,22,194610
"1360",1,1,4,1,22,6847
"1361",0,0,1,2,22,182720
"1362",0,1,1,2,22,11233
"1363",1,0,1,2,22,160182
"1364",1,1,1,2,22,11654
"1365",0,0,2,2,22,218499
"1366",0,1,2,2,22,9406
"1367",1,0,2,2,22,183569
"1368",1,1,2,2,22,10067
"1369",0,0,3,2,22,140104
"1370",0,1,3,2,22,5685
"1371",1,0,3,2,22,211756
"1372",1,1,3,2,22,7282
"1373",0,0,4,2,22,90506
"1374",0,1,4,2,22,1851
"1375",1,0,4,2,22,189047
"1376",1,1,4,2,22,2768
"1377",0,0,1,3,22,188231
"1378",0,1,1,3,22,10344
"1379",1,0,1,3,22,221777
"1380",1,1,1,3,22,12905
"1381",0,0,2,3,22,220590
"1382",0,1,2,3,22,9994
"1383",1,0,2,3,22,209580
"1384",1,1,2,3,22,10634
"1385",0,0,3,3,22,104662
"1386",0,1,3,3,22,3521
"1387",1,0,3,3,22,122526
"1388",1,1,3,3,22,4745
"1389",0,0,4,3,22,43280
"1390",0,1,4,3,22,778
"1391",1,0,4,3,22,67957
"1392",1,1,4,3,22,1239
"1393",0,0,1,4,22,129635
"1394",0,1,1,4,22,3986
"1395",1,0,1,4,22,147298
"1396",1,1,1,4,22,4131
"1397",0,0,2,4,22,315725
"1398",0,1,2,4,22,7977
"1399",1,0,2,4,22,246986
"1400",1,1,2,4,22,7091
"1401",0,0,3,4,22,155871
"1402",0,1,3,4,22,3027
"1403",1,0,3,4,22,109633
"1404",1,1,3,4,22,3119
"1405",0,0,4,4,22,49123
"1406",0,1,4,4,22,559
"1407",1,0,4,4,22,44200
"1408",1,1,4,4,22,892
"1409",0,0,1,1,23,131740
"1410",0,1,1,1,23,45326
"1411",1,0,1,1,23,104862
"1412",1,1,1,1,23,36483
"1413",0,0,2,1,23,138751
"1414",0,1,2,1,23,32795
"1415",1,0,2,1,23,94909
"1416",1,1,2,1,23,32024
"1417",0,0,3,1,23,182038
"1418",0,1,3,1,23,39810
"1419",1,0,3,1,23,173379
"1420",1,1,3,1,23,42060
"1421",0,0,4,1,23,192197
"1422",0,1,4,1,23,33017
"1423",1,0,4,1,23,280134
"1424",1,1,4,1,23,45555
"1425",0,0,1,2,23,233933
"1426",0,1,1,2,23,36787
"1427",1,0,1,2,23,231083
"1428",1,1,1,2,23,40803
"1429",0,0,2,2,23,361210
"1430",0,1,2,2,23,39173
"1431",1,0,2,2,23,335630
"1432",1,1,2,2,23,46111
"1433",0,0,3,2,23,227496
"1434",0,1,3,2,23,24517
"1435",1,0,3,2,23,333225
"1436",1,1,3,2,23,31839
"1437",0,0,4,2,23,105057
"1438",0,1,4,2,23,6451
"1439",1,0,4,2,23,193319
"1440",1,1,4,2,23,12454
"1441",0,0,1,3,23,280055
"1442",0,1,1,3,23,32478
"1443",1,0,1,3,23,311267
"1444",1,1,1,3,23,53342
"1445",0,0,2,3,23,412108
"1446",0,1,2,3,23,46263
"1447",1,0,2,3,23,336186
"1448",1,1,2,3,23,63998
"1449",0,0,3,3,23,181427
"1450",0,1,3,3,23,17766
"1451",1,0,3,3,23,176898
"1452",1,1,3,3,23,25740
"1453",0,0,4,3,23,57363
"1454",0,1,4,3,23,3739
"1455",1,0,4,3,23,76419
"1456",1,1,4,3,23,6419
"1457",0,0,1,4,23,102246
"1458",0,1,1,4,23,5532
"1459",1,0,1,4,23,100475
"1460",1,1,1,4,23,8000
"1461",0,0,2,4,23,290129
"1462",0,1,2,4,23,16035
"1463",1,0,2,4,23,202106
"1464",1,1,2,4,23,22575
"1465",0,0,3,4,23,161280
"1466",0,1,3,4,23,8627
"1467",1,0,3,4,23,107209
"1468",1,1,3,4,23,10723
"1469",0,0,4,4,23,45957
"1470",0,1,4,4,23,1759
"1471",1,0,4,4,23,44508
"1472",1,1,4,4,23,2670
"1473",0,0,1,1,24,52622
"1474",0,1,1,1,24,2952
"1475",1,0,1,1,24,41332
"1476",1,1,1,1,24,2714
"1477",0,0,2,1,24,44050
"1478",0,1,2,1,24,2211
"1479",1,0,2,1,24,28734
"1480",1,1,2,1,24,1550
"1481",0,0,3,1,24,73810
"1482",0,1,3,1,24,1701
"1483",1,0,3,1,24,61435
"1484",1,1,3,1,24,1684
"1485",0,0,4,1,24,112116
"1486",0,1,4,1,24,755
"1487",1,0,4,1,24,141242
"1488",1,1,4,1,24,1120
"1489",0,0,1,2,24,119523
"1490",0,1,1,2,24,3366
"1491",1,0,1,2,24,111668
"1492",1,1,1,2,24,3712
"1493",0,0,2,2,24,205427
"1494",0,1,2,2,24,3483
"1495",1,0,2,2,24,170274
"1496",1,1,2,2,24,2975
"1497",0,0,3,2,24,127561
"1498",0,1,3,2,24,1371
"1499",1,0,3,2,24,169232
"1500",1,1,3,2,24,1317
"1501",0,0,4,2,24,53527
"1502",0,1,4,2,24,286
"1503",1,0,4,2,24,101805
"1504",1,1,4,2,24,624
"1505",0,0,1,3,24,158731
"1506",0,1,1,3,24,3818
"1507",1,0,1,3,24,175586
"1508",1,1,1,3,24,3857
"1509",0,0,2,3,24,211430
"1510",0,1,2,3,24,3842
"1511",1,0,2,3,24,185927
"1512",1,1,2,3,24,3510
"1513",0,0,3,3,24,81012
"1514",0,1,3,3,24,1080
"1515",1,0,3,3,24,93737
"1516",1,1,3,3,24,1230
"1517",0,0,4,3,24,29829
"1518",0,1,4,3,24,221
"1519",1,0,4,3,24,54707
"1520",1,1,4,3,24,263
"1521",0,0,1,4,24,63936
"1522",0,1,1,4,24,981
"1523",1,0,1,4,24,68866
"1524",1,1,1,4,24,1020
"1525",0,0,2,4,24,189663
"1526",0,1,2,4,24,3040
"1527",1,0,2,4,24,138362
"1528",1,1,2,4,24,1732
"1529",0,0,3,4,24,91885
"1530",0,1,3,4,24,1021
"1531",1,0,3,4,24,63927
"1532",1,1,3,4,24,585
"1533",0,0,4,4,24,24049
"1534",0,1,4,4,24,137
"1535",1,0,4,4,24,25782
"1536",1,1,4,4,24,99
"1537",0,0,1,1,25,35459
"1538",0,1,1,1,25,32056
"1539",1,0,1,1,25,30644
"1540",1,1,1,1,25,28677
"1541",0,0,2,1,25,50520
"1542",0,1,2,1,25,32904
"1543",1,0,2,1,25,24815
"1544",1,1,2,1,25,33813
"1545",0,0,3,1,25,49075
"1546",0,1,3,1,25,34248
"1547",1,0,3,1,25,52421
"1548",1,1,3,1,25,42714
"1549",0,0,4,1,25,46630
"1550",0,1,4,1,25,31478
"1551",1,0,4,1,25,68706
"1552",1,1,4,1,25,47475
"1553",0,0,1,2,25,45517
"1554",0,1,1,2,25,27631
"1555",1,0,1,2,25,50087
"1556",1,1,1,2,25,30543
"1557",0,0,2,2,25,69640
"1558",0,1,2,2,25,24276
"1559",1,0,2,2,25,52144
"1560",1,1,2,2,25,28211
"1561",0,0,3,2,25,47711
"1562",0,1,3,2,25,7616
"1563",1,0,3,2,25,65604
"1564",1,1,3,2,25,12928
"1565",0,0,4,2,25,19573
"1566",0,1,4,2,25,1797
"1567",1,0,4,2,25,39520
"1568",1,1,4,2,25,3801
"1569",0,0,1,3,25,53386
"1570",0,1,1,3,25,21694
"1571",1,0,1,3,25,67231
"1572",1,1,1,3,25,35329
"1573",0,0,2,3,25,71781
"1574",0,1,2,3,25,17354
"1575",1,0,2,3,25,52012
"1576",1,1,2,3,25,25691
"1577",0,0,3,3,25,36811
"1578",0,1,3,3,25,4236
"1579",1,0,3,3,25,38334
"1580",1,1,3,3,25,6326
"1581",0,0,4,3,25,12467
"1582",0,1,4,3,25,894
"1583",1,0,4,3,25,19684
"1584",1,1,4,3,25,1865
"1585",0,0,1,4,25,18314
"1586",0,1,1,4,25,2990
"1587",1,0,1,4,25,22049
"1588",1,1,1,4,25,5843
"1589",0,0,2,4,25,53312
"1590",0,1,2,4,25,7667
"1591",1,0,2,4,25,35726
"1592",1,1,2,4,25,13524
"1593",0,0,3,4,25,33043
"1594",0,1,3,4,25,4421
"1595",1,0,3,4,25,21533
"1596",1,1,3,4,25,5780
"1597",0,0,4,4,25,11343
"1598",0,1,4,4,25,1024
"1599",1,0,4,4,25,12427
"1600",1,1,4,4,25,2561
"1601",0,0,1,1,26,77474
"1602",0,1,1,1,26,17134
"1603",1,0,1,1,26,63995
"1604",1,1,1,1,26,14592
"1605",0,0,2,1,26,80955
"1606",0,1,2,1,26,12702
"1607",1,0,2,1,26,62448
"1608",1,1,2,1,26,13107
"1609",0,0,3,1,26,112066
"1610",0,1,3,1,26,15766
"1611",1,0,3,1,26,119511
"1612",1,1,3,1,26,19163
"1613",0,0,4,1,26,134705
"1614",0,1,4,1,26,13550
"1615",1,0,4,1,26,208531
"1616",1,1,4,1,26,21442
"1617",0,0,1,2,26,137796
"1618",0,1,1,2,26,18013
"1619",1,0,1,2,26,128588
"1620",1,1,1,2,26,19742
"1621",0,0,2,2,26,213681
"1622",0,1,2,2,26,17196
"1623",1,0,2,2,26,185182
"1624",1,1,2,2,26,21202
"1625",0,0,3,2,26,145002
"1626",0,1,3,2,26,10472
"1627",1,0,3,2,26,194883
"1628",1,1,3,2,26,13616
"1629",0,0,4,2,26,64776
"1630",0,1,4,2,26,2956
"1631",1,0,4,2,26,117432
"1632",1,1,4,2,26,5821
"1633",0,0,1,3,26,134546
"1634",0,1,1,3,26,14371
"1635",1,0,1,3,26,151379
"1636",1,1,1,3,26,19677
"1637",0,0,2,3,26,184396
"1638",0,1,2,3,26,17606
"1639",1,0,2,3,26,160051
"1640",1,1,2,3,26,23190
"1641",0,0,3,3,26,85786
"1642",0,1,3,3,26,7231
"1643",1,0,3,3,26,93210
"1644",1,1,3,3,26,10188
"1645",0,0,4,3,26,35159
"1646",0,1,4,3,26,1713
"1647",1,0,4,3,26,50867
"1648",1,1,4,3,26,2572
"1649",0,0,1,4,26,59091
"1650",0,1,1,4,26,2652
"1651",1,0,1,4,26,62987
"1652",1,1,1,4,26,4254
"1653",0,0,2,4,26,171770
"1654",0,1,2,4,26,7731
"1655",1,0,2,4,26,121723
"1656",1,1,2,4,26,10225
"1657",0,0,3,4,26,89696
"1658",0,1,3,4,26,3891
"1659",1,0,3,4,26,57289
"1660",1,1,3,4,26,4931
"1661",0,0,4,4,26,27606
"1662",0,1,4,4,26,802
"1663",1,0,4,4,26,28463
"1664",1,1,4,4,26,1456
"1665",0,0,1,1,27,11392
"1666",0,1,1,1,27,34
"1667",1,0,1,1,27,9918
"1668",1,1,1,1,27,43
"1669",0,0,2,1,27,10685
"1670",0,1,2,1,27,35
"1671",1,0,2,1,27,8062
"1672",1,1,2,1,27,10
"1673",0,0,3,1,27,15394
"1674",0,1,3,1,27,29
"1675",1,0,3,1,27,14420
"1676",1,1,3,1,27,22
"1677",0,0,4,1,27,20913
"1678",0,1,4,1,27,39
"1679",1,0,4,1,27,22198
"1680",1,1,4,1,27,36
"1681",0,0,1,2,27,20834
"1682",0,1,1,2,27,86
"1683",1,0,1,2,27,20147
"1684",1,1,1,2,27,43
"1685",0,0,2,2,27,38661
"1686",0,1,2,2,27,70
"1687",1,0,2,2,27,31343
"1688",1,1,2,2,27,25
"1689",0,0,3,2,27,25561
"1690",0,1,3,2,27,51
"1691",1,0,3,2,27,29672
"1692",1,1,3,2,27,19
"1693",0,0,4,2,27,12500
"1694",0,1,4,2,27,10
"1695",1,0,4,2,27,19761
"1696",1,1,4,2,27,5
"1697",0,0,1,3,27,23181
"1698",0,1,1,3,27,197
"1699",1,0,1,3,27,24437
"1700",1,1,1,3,27,78
"1701",0,0,2,3,27,38292
"1702",0,1,2,3,27,129
"1703",1,0,2,3,27,34694
"1704",1,1,2,3,27,84
"1705",0,0,3,3,27,16310
"1706",0,1,3,3,27,49
"1707",1,0,3,3,27,19467
"1708",1,1,3,3,27,20
"1709",0,0,4,3,27,6950
"1710",0,1,4,3,27,0
"1711",1,0,4,3,27,12524
"1712",1,1,4,3,27,7
"1713",0,0,1,4,27,6269
"1714",0,1,1,4,27,53
"1715",1,0,1,4,27,6572
